"gene" "pos"
"11955" "NDUFA5" 5707
"11956" "ACLY" 10279
"11957" "NDUFA6" 11522
"11958" "NDUFA7" 10818
"11959" "NDUFA8" 6902
"11960" "NEB" 1579
"11961" "NDUFA9" 8120
"11962" "NDUFA10" 1983
"11963" "NDUFAB1" 9915
"11964" "NDUFB1" 9432
"11965" "NDUFB2" 5783
"11966" "NDUFB3" 1806
"11967" "ATIC" 1870
"11968" "NDUFB4" 2521
"11969" "NDUFB5" 2785
"11970" "NDUFB6" 6638
"11971" "NDUFB7" 10842
"11972" "NDUFB8" 7383
"11973" "NDUFB9" 6398
"11974" "NDUFB10" 9837
"11975" "NDUFC1" 3474
"11976" "NDUFC2" 7845
"11977" "NDUFS1" 1828
"11978" "ATM" 7977
"11979" "NDUFS2" 567
"11980" "NDUFS3" 7743
"11981" "NDUFV1" 7803
"11982" "NDUFS4" 3922
"11983" "NDUFS5" 157
"11984" "NDUFS6" 3712
"11985" "NDUFV2" 10492
"11986" "RERE" 32
"11987" "NDUFV3" 11405
"11988" "DRG1" 11476
"11989" "NEDD4" 9627
"11990" "SEPTIN2" 1989
"11991" "RPL10A" 4621
"11992" "NEDD8" 9126
"11993" "NEDD9" 4536
"11994" "ATOH1" 3271
"11995" "NEFM" 5958
"11996" "SUMO1P3" 564
"11997" "SPIN2B" 11797
"11998" "GIMAP6" 5819
"11999" "LRRC18" 7158
"12000" "NEFH" 11467
"12001" "NELL1" 7620
"12002" "NEFL" 5958
"12003" "ATOX1" 4357
"12004" "NEK1" 3610
"12005" "NEK2" 792
"12006" "NELL2" 8281
"12007" "NEO1" 9705
"12008" "NEU2" 1951
"12009" "ATP1A1" 499
"12010" "NEUROD1" 1717
"12011" "NEUROD2" 10269
"12012" "NEUROG1" 4283
"12013" "NF1" 10237
"12014" "ATP1A2" 563
"12015" "NF2" 11468
"12016" "NFATC1" 10783
"12017" "NFATC2" 11213
"12018" "NFIA" 255
"12019" "NFATC3" 10045
"12020" "NFATC4" 9126
"12021" "NFE2" 8324
"12022" "NFE2L1" 10300
"12023" "ATP1A3" 10943
"12024" "NFE2L2" 1697
"12025" "NFIB" 6554
"12026" "NFIC" 10799
"12027" "NFIL3" 6766
"12028" "NFIX" 10835
"12029" "ATP12A" 8699
"12030" "NFKB1" 3310
"12031" "NFKB2" 7392
"12032" "NFKBIA" 9176
"12033" "NFKBIB" 10930
"12034" "NFKBIE" 4661
"12035" "TONSL" 6488
"12036" "NFRKB" 8076
"12037" "NFX1" 6641
"12038" "ACO1" 6637
"12039" "ATP1A4" 563
"12040" "NFYA" 4647
"12041" "NFYB" 8549
"12042" "NFYC" 164
"12043" "NGF" 494
"12044" "NGFR" 10306
"12045" "NHLH1" 564
"12046" "NHLH2" 497
"12047" "SNU13" 11520
"12048" "ATP1B1" 602
"12049" "NHS" 11631
"12050" "NID1" 900
"12051" "NINJ1" 6773
"12052" "NINJ2" 8102
"12053" "NIT1" 567
"12054" "NKG7" 10978
"12055" "ATP1B2" 10170
"12056" "NKTR" 2185
"12057" "NKX2-2" 11105
"12058" "NKX3-1" 5952
"12059" "NKX6-1" 3229
"12060" "NNAT" 11150
"12061" "NMB" 9751
"12062" "NMBR" 5084
"12063" "ATP1B3" 2613
"12064" "NME1" 10314
"12065" "NME2" 10314
"12066" "NME3" 9836
"12067" "NME4" 9830
"12068" "NQO2" 4498
"12069" "NMT1" 10292
"12070" "NNMT" 8005
"12071" "NODAL" 7253
"12072" "NOP2" 8129
"12073" "NONO" 11836
"12074" "NOS1" 8608
"12075" "NOS2" 10224
"12076" "NOS3" 5821
"12077" "CNOT2" 8394
"12078" "CNOT3" 10990
"12079" "CNOT4" 5759
"12080" "NOTCH1" 6965
"12081" "NPY" 5317
"12082" "NOTCH2" 515
"12083" "NOTCH3" 10844
"12084" "CCN3" 6374
"12085" "NOVA1" 9136
"12086" "NOVA2" 10956
"12087" "FXYD2" 8021
"12088" "PNP" 9109
"12089" "NPAS1" 10961
"12090" "NPAS2" 1373
"12091" "NPAT" 7977
"12092" "NPC1" 10524
"12093" "NPHS1" 10918
"12094" "NPM1" 4446
"12095" "NPPA" 47
"12096" "NPPB" 47
"12097" "ATP2A2" 8576
"12098" "NPPC" 1946
"12099" "NPR1" 535
"12100" "NPR2" 6651
"12101" "NPR3" 3850
"12102" "NPTX1" 10439
"12103" "NPTX2" 5598
"12104" "NPY1R" 3582
"12105" "NPY2R" 3545
"12106" "NPY6R" 4294
"12107" "NPY5R" 3583
"12108" "ATP2A3" 10154
"12109" "SLC11A2" 8309
"12110" "NRAP" 7443
"12111" "NRAS" 492
"12112" "NRCAM" 5636
"12113" "NRDC" 213
"12114" "NRF1" 5734
"12115" "ATP2B1" 8483
"12116" "NRGN" 8053
"12117" "NRL" 9125
"12118" "NRTN" 10809
"12119" "YBX1" 173
"12120" "NT5E" 4830
"12121" "NTF3" 8124
"12122" "NTF4" 10969
"12123" "ATP2B2" 2038
"12124" "NTHL1" 9837
"12125" "NTRK1" 548
"12126" "NTRK2" 6737
"12127" "NTRK3" 9765
"12128" "NTN3" 9839
"12129" "ROR1" 267
"12130" "ATP2B3" 12160
"12131" "ROR2" 6767
"12132" "DDR2" 572
"12133" "NTS" 8466
"12134" "NTSR1" 11265
"12135" "GEMIN8P4" 385
"12136" "PPDPFL" 6056
"12137" "IGIP" 4304
"12138" "NUCB1" 10968
"12139" "NUCB2" 7605
"12140" "NUMA1" 7819
"12141" "NUP88" 10160
"12142" "NUP98" 7546
"12143" "NR4A2" 1602
"12144" "ATP2B4" 758
"12145" "NVL" 848
"12146" "GPR143" 11597
"12147" "COA5" 1363
"12148" "GS1-124K5.11" 5468
"12149" "OAS1" 8588
"12150" "HCG11" 4605
"12151" "TRIM72" 9941
"12152" "CISD2" 3312
"12153" "CCDC73" 7675
"12154" "EID3" 8549
"12155" "GPX8" 3929
"12156" "OAS2" 8588
"12157" "TMEM9B-AS1" 7567
"12158" "RNASE12" 9110
"12159" "PHOSPHO2" 1663
"12160" "OAS3" 8588
"12161" "RBMXL1" 381
"12162" "SPANXN1" 12126
"12163" "SPANXN2" 12121
"12164" "LOC494127" 6748
"12165" "SLC25A51P4" 7609
"12166" "CHAC2" 1200
"12167" "FBXO47" 10266
"12168" "OAT" 7492
"12169" "TBC1D25" 11769
"12170" "MIR375" 1887
"12171" "MIR376A1" 9474
"12172" "MIR377" 9474
"12173" "MIR379" 9473
"12174" "MIR380" 9473
"12175" "MIR381" 9474
"12176" "MIR382" 9474
"12177" "MIR383" 5912
"12178" "MIR384" 11856
"12179" "MIR423" 10235
"12180" "MIR424" 12085
"12181" "MIR425" 2213
"12182" "RNF165" 10630
"12183" "PJVK" 1702
"12184" "TYMSOS" 10453
"12185" "WEE2" 5787
"12186" "C9orf135-DT" 6670
"12187" "OAZ1" 10794
"12188" "OAZ2" 9667
"12189" "OCA2" 9516
"12190" "ATP4A" 10917
"12191" "OCM2" 5595
"12192" "OCRL" 12063
"12193" "ODC1" 1002
"12194" "ODF1" 6296
"12195" "ODF2" 6931
"12196" "OMD" 6770
"12197" "ATP4B" 9103
"12198" "OGDH" 5406
"12199" "OGG1" 2036
"12200" "OGN" 6770
"12201" "FLJ25758" 10814
"12202" "TIFAB" 4283
"12203" "BDNF-AS" 7652
"12204" "C18orf61" 10505
"12205" "OLR1" 8141
"12206" "OMG" 10238
"12207" "OMP" 7841
"12208" "OPA1" 2848
"12209" "LINC00293" 6047
"12210" "C18orf32" 10645
"12211" "OPCML" 8088
"12212" "ATP5F1A" 10629
"12213" "TNFRSF11B" 6372
"12214" "OPHN1" 11823
"12215" "OPRD1" 112
"12216" "ZBTB21" 11400
"12217" "SCAPER" 9719
"12218" "WRAP73" 11
"12219" "OPRK1" 6075
"12220" "CRNN" 529
"12221" "CLDN20" 5144
"12222" "OPRL1" 11271
"12223" "OPRM1" 5138
"12224" "SIX6" 9288
"12225" "OR1D2" 10150
"12226" "OR1F1" 9842
"12227" "OR2C1" 9842
"12228" "OR3A1" 10151
"12229" "OR3A2" 10151
"12230" "ORC1" 215
"12231" "ORC2" 1805
"12232" "ACO2" 11520
"12233" "ORC4" 1563
"12234" "ORC5" 5618
"12235" "SLC22A18" 7544
"12236" "SLC22A18AS" 7544
"12237" "ORM1" 6866
"12238" "ORM2" 6866
"12239" "OSBP" 7769
"12240" "OSM" 11471
"12241" "OTC" 11725
"12242" "ALDH7A1" 4243
"12243" "CLDN11" 2743
"12244" "OTX1" 1241
"12245" "OTX2" 9272
"12246" "OVGP1" 477
"12247" "OVOL1" 7795
"12248" "OXA1L" 9119
"12249" "OXCT1" 3888
"12250" "OXT" 11020
"12251" "OXTR" 2031
"12252" "P2RX1" 10153
"12253" "P2RX3" 7759
"12254" "P2RX4" 8625
"12255" "P2RX5" 10153
"12256" "P2RX7" 8625
"12257" "P2RY1" 2663
"12258" "P2RY2" 7824
"12259" "P2RY4" 11832
"12260" "P2RY6" 7824
"12261" "P2RY11" 10824
"12262" "P4HA1" 7264
"12263" "P4HB" 10444
"12264" "MS4A13" 7773
"12265" "LINC00929" 9508
"12266" "A1BG-AS1" 11006
"12267" "RGMB-AS1" 4117
"12268" "ARGFX" 2525
"12269" "PA2G4" 8331
"12270" "DPRXP4" 10237
"12271" "LOH12CR2" 8151
"12272" "PEBP1" 8612
"12273" "DPRX" 10988
"12274" "DUXA" 11001
"12275" "OR8U8" 7755
"12276" "OR9G9" 7756
"12277" "PABPC3" 8700
"12278" "FURIN" 9778
"12279" "PCSK6" 9826
"12280" "PAEP" 6961
"12281" "PAFAH1B1" 10148
"12282" "RRM2B" 6295
"12283" "SMARCAL1" 1875
"12284" "G0S2" 784
"12285" "PLA2G3" 11475
"12286" "MINK1" 10157
"12287" "CD207" 1277
"12288" "PAFAH1B2" 8018
"12289" "PAFAH1B3" 10944
"12290" "DUOX2" 9578
"12291" "NOX4" 7895
"12292" "NOX3" 5144
"12293" "COL5A3" 10823
"12294" "PAFAH2" 100
"12295" "SYCP3" 8538
"12296" "PODXL2" 2551
"12297" "DEC1" 6870
"12298" "CHST11" 8550
"12299" "PRDX1" 185
"12300" "PAH" 8543
"12301" "SERPINE1" 5608
"12302" "SERPINB2" 10710
"12303" "PAK1" 7842
"12304" "ATP5F1B" 8333
"12305" "IL20" 771
"12306" "UBQLN3" 7552
"12307" "IL21R" 9932
"12308" "IL22" 8385
"12309" "ATP6V0A4" 5774
"12310" "ITSN2" 1065
"12311" "DEF6" 4620
"12312" "PAK2" 2862
"12313" "CUZD1" 7485
"12314" "CYHR1" 6488
"12315" "GEMIN4" 10141
"12316" "PAK3" 11984
"12317" "CALY" 7532
"12318" "ANO7" 1988
"12319" "PALM" 10787
"12320" "PNPLA8" 5637
"12321" "ARHGEF4" 1490
"12322" "ARHGEF3" 2247
"12323" "SLC45A1" 32
"12324" "PCA3" 6702
"12325" "PAM" 4135
"12326" "CNTN3" 2328
"12327" "NEUROG3" 7249
"12328" "REG3A" 1314
"12329" "PAPPA" 6875
"12330" "RDH8" 10823
"12331" "PRKN" 5171
"12332" "DCAF8" 563
"12333" "PARN" 9892
"12334" "PAWR" 8437
"12335" "PAX1" 11106
"12336" "PAX2" 7384
"12337" "PAX3" 1902
"12338" "PAX4" 5725
"12339" "PAX5" 6656
"12340" "PAX6" 7671
"12341" "KCNK4" 7789
"12342" "MYEF2" 9592
"12343" "IRX4" 3712
"12344" "ASAP1" 6423
"12345" "AK3" 6511
"12346" "HP1BP3" 79
"12347" "PAX7" 70
"12348" "HDGFL3" 9747
"12349" "COPS7A" 8130
"12350" "NSDHL" 12158
"12351" "PDCL" 6905
"12352" "PAX9" 9181
"12353" "TAS2R3" 5787
"12354" "TAS2R4" 5787
"12355" "TAS2R16" 5704
"12356" "TAS2R1" 3748
"12357" "TAS2R9" 8144
"12358" "TAS2R8" 8144
"12359" "TAS2R7" 8144
"12360" "TAS2R13" 8144
"12361" "TAS2R10" 8144
"12362" "TAS2R14" 8145
"12363" "DHH" 8301
"12364" "F11R" 566
"12365" "TRAT1" 2467
"12366" "VILL" 2164
"12367" "PARD6A" 10043
"12368" "SPOCK3" 3598
"12369" "STMN3" 11269
"12370" "RNF141" 7574
"12371" "NTM" 8083
"12372" "HEBP1" 8153
"12373" "PBX1" 581
"12374" "ATP5F1C" 7006
"12375" "PBX3" 6919
"12376" "PC" 7800
"12377" "PCBD1" 7255
"12378" "PCBP1" 1273
"12379" "CDON" 8058
"12380" "IMPG2" 2432
"12381" "PCBP2" 8320
"12382" "PDE11A" 1699
"12383" "FOXP3" 11771
"12384" "SHANK1" 10975
"12385" "TBX22" 11867
"12386" "PCCA" 9042
"12387" "PCCB" 2588
"12388" "SOST" 10286
"12389" "PCDH1" 4311
"12390" "PCDHGC3" 4310
"12391" "PCDH7" 3001
"12392" "TMED5" 399
"12393" "ACOX1" 10420
"12394" "PCDH8" 8824
"12395" "SLC35B3" 4523
"12396" "MTERF3" 6268
"12397" "TPRKB" 1290
"12398" "MED31" 10165
"12399" "COQ6" 9349
"12400" "AMDHD2" 9839
"12401" "SLC35C2" 11190
"12402" "ASCC1" 7261
"12403" "DERL2" 10160
"12404" "PCDH9" 8886
"12405" "EXOSC3" 6660
"12406" "FAHD2A" 1354
"12407" "PRELID3B" 11248
"12408" "EXOSC1" 7370
"12409" "TMED7" 4193
"12410" "ISOC1" 4254
"12411" "EMC9" 9125
"12412" "RRP15" 823
"12413" "WASHC3" 8539
"12414" "HDDC2" 5007
"12415" "MRPS16" 7265
"12416" "GLRX2" 711
"12417" "MRPS18C" 3225
"12418" "FIS1" 5608
"12419" "PAM16" 9847
"12420" "GOLT1B" 8192
"12421" "DESI2" 938
"12422" "GLOD4" 10141
"12423" "CELA2B" 59
"12424" "UBXN1" 7782
"12425" "SERPINA5" 9443
"12426" "ZNF593" 101
"12427" "ZBTB7B" 540
"12428" "ST8SIA3" 10680
"12429" "PCK1" 11241
"12430" "PI15" 6173
"12431" "PRLH" 1972
"12432" "GMNN" 4597
"12433" "PLEKHA8P1" 8284
"12434" "LAP3" 2940
"12435" "WDPCP" 1242
"12436" "ZNF691" 174
"12437" "FAM135B" 6460
"12438" "PCK2" 9125
"12439" "TXNDC12" 214
"12440" "TXNDC11" 9880
"12441" "ATL1" 9244
"12442" "CALHM2" 7396
"12443" "RPS27L" 9660
"12444" "SSUH2" 2031
"12445" "YARS2" 8243
"12446" "NMD3" 2701
"12447" "MRPL2" 4656
"12448" "NOSIP" 10971
"12449" "DERA" 8167
"12450" "MEMO1" 1100
"12451" "MRPL4" 10824
"12452" "APIP" 7685
"12453" "TMX2" 7761
"12454" "CUTC" 7380
"12455" "FCF1" 9352
"12456" "THAP4" 1990
"12457" "NDUFA13" 10862
"12458" "PCM1" 5926
"12459" "MRPS7" 10417
"12460" "POLR1D" 8712
"12461" "GAL" 7806
"12462" "CRYL1" 8680
"12463" "MLXIPL" 5493
"12464" "TNNI3K" 315
"12465" "YBX2" 10168
"12466" "KLHL5" 3039
"12467" "PLLP" 9996
"12468" "SEPSECS" 2975
"12469" "SIDT2" 8018
"12470" "RRNAD1" 547
"12471" "ADIPOR1" 755
"12472" "TRNT1" 2006
"12473" "UTP18" 10314
"12474" "SCCPDH" 947
"12475" "IFT52" 11178
"12476" "ABHD5" 2190
"12477" "PCMT1" 5119
"12478" "SH3GLB1" 370
"12479" "ZC2HC1A" 6191
"12480" "MECR" 114
"12481" "NDUFAF1" 9564
"12482" "ABHD17B" 6680
"12483" "PHF20L1" 6435
"12484" "TFB1M" 5143
"12485" "APH1A" 520
"12486" "RDH11" 9320
"12487" "PCNA" 11029
"12488" "LACTB2" 6154
"12489" "KMT5B" 7804
"12490" "TRAPPC12" 969
"12491" "ZDHHC9" 12064
"12492" "RMDN1" 6224
"12493" "MRPS2" 6961
"12494" "COQ4" 6930
"12495" "UTP11" 152
"12496" "RPL26L1" 4454
"12497" "COMMD2" 2649
"12498" "ZNF706" 6290
"12499" "IER3IP1" 10634
"12500" "GOLGA7" 6033
"12501" "NAA20" 11098
"12502" "TRIM17" 866
"12503" "SAR1B" 4279
"12504" "ANGPTL4" 10818
"12505" "ASB3" 1199
"12506" "PHF11" 8812
"12507" "RLIM" 11847
"12508" "KCTD3" 810
"12509" "CEP83" 8505
"12510" "IRAK4" 8277
"12511" "RNFT1" 10353
"12512" "COPS4" 3223
"12513" "INSIG2" 1435
"12514" "CHCHD2" 5457
"12515" "DYNC1LI1" 2140
"12516" "HSD17B12" 7725
"12517" "A4GNT" 2596
"12518" "ING4" 8130
"12519" "CERCAM" 6931
"12520" "MRNIP" 4480
"12521" "SDF4" 1
"12522" "SLC45A2" 3855
"12523" "MRTO4" 73
"12524" "JPT1" 10417
"12525" "SERPINA10" 9442
"12526" "ZNF580" 10994
"12527" "PCNT" 11420
"12528" "VPS28" 6488
"12529" "C3orf18" 2220
"12530" "EGFL7" 6966
"12531" "DBR1" 2596
"12532" "DCTN4" 4352
"12533" "AADAT" 3613
"12534" "CYB5R4" 4823
"12535" "MYO15A" 10213
"12536" "HSD17B11" 3242
"12537" "HSD17B14" 10968
"12538" "NAGPA" 9850
"12539" "TUBD1" 10353
"12540" "TUBE1" 4947
"12541" "LEF1" 3335
"12542" "PLEKHO1" 520
"12543" "HAO2" 513
"12544" "PCOLCE" 5606
"12545" "DCXR" 10445
"12546" "HSPA14" 7038
"12547" "GPN3" 8577
"12548" "CRBN" 2006
"12549" "TCEAL9" 11951
"12550" "RSL24D1" 9624
"12551" "SS18L2" 2185
"12552" "CHMP1A" 10137
"12553" "HERC5" 3247
"12554" "CKLF" 10039
"12555" "ZNF639" 2784
"12556" "IPO11" 3962
"12557" "RAPGEFL1" 10271
"12558" "PLCE1" 7355
"12559" "CDKN2A-DT" 6590
"12560" "NIN" 9244
"12561" "CPA4" 5737
"12562" "ZDHHC2" 5922
"12563" "DDX47" 8152
"12564" "NUSAP1" 9564
"12565" "TACO1" 10367
"12566" "ACP6" 518
"12567" "GP6" 10992
"12568" "DUSP13" 7273
"12569" "CLDN18" 2595
"12570" "RAB9B" 11953
"12571" "PCP4" 11391
"12572" "LUZP4" 12003
"12573" "IGF2-AS" 7540
"12574" "GLRX5" 9448
"12575" "PCSK1" 4106
"12576" "ZNF219" 9112
"12577" "ELOA2" 10633
"12578" "ABI3" 10305
"12579" "COPZ2" 10300
"12580" "PIGP" 11378
"12581" "GLTP" 8575
"12582" "PHF20" 11142
"12583" "VRK3" 10973
"12584" "CRIM1" 1120
"12585" "DRICH1" 11442
"12586" "EMC4" 9533
"12587" "MZB1" 4300
"12588" "ANKRD39" 1358
"12589" "COX16" 9333
"12590" "CCDC174" 2058
"12591" "SHISA5" 2211
"12592" "PAIP2" 4300
"12593" "PDZD11" 11832
"12594" "TMEM69" 186
"12595" "PCSK5" 6698
"12596" "MTRES1" 4924
"12597" "NT5C3A" 5355
"12598" "FAM178B" 1358
"12599" "MRPL37" 223
"12600" "RNF181" 1344
"12601" "TBC1D7" 4545
"12602" "MARCHF2" 10818
"12603" "MRPL51" 8129
"12604" "TMEM216" 7776
"12605" "PCSK2" 11085
"12606" "PBDC1" 11853
"12607" "MRPL30" 1365
"12608" "MRPL27" 10310
"12609" "CDKL3" 4277
"12610" "CLEC1B" 8140
"12611" "CLEC1A" 8141
"12612" "PIPOX" 10230
"12613" "CDK16" 11765
"12614" "TFDP3" 12079
"12615" "UBAP1" 6644
"12616" "KLF3" 3038
"12617" "MAPKAPK5-AS1" 8583
"12618" "ZNF571" 10925
"12619" "DNAJC27" 1069
"12620" "IER5" 655
"12621" "C1RL" 8131
"12622" "CDK17" 8513
"12623" "GOLM1" 6743
"12624" "ANKMY1" 1985
"12625" "SCAND1" 11143
"12626" "TLR7" 11611
"12627" "RASL12" 9669
"12628" "CEND1" 7534
"12629" "COA4" 7827
"12630" "RXFP3" 3855
"12631" "CDK18" 767
"12632" "ERGIC2" 8228
"12633" "GMIP" 10863
"12634" "GMPR2" 9126
"12635" "CD320" 10818
"12636" "PCDH12" 4312
"12637" "ECSIT" 10829
"12638" "SLC15A3" 7775
"12639" "BPIFA1" 11132
"12640" "NRN1" 4512
"12641" "ATP5F1D" 10790
"12642" "PCYT1A" 2860
"12643" "TIMMDC1" 2516
"12644" "GCNT4" 4010
"12645" "CYP39A1" 4672
"12646" "FKBP11" 8300
"12647" "ZDHHC3" 2195
"12648" "KCNK9" 6467
"12649" "FAM13B" 4294
"12650" "FAM53C" 4296
"12651" "REEP2" 4296
"12652" "ARMCX1" 11946
"12653" "SLC22A17" 9122
"12654" "TLR8" 11611
"12655" "SLC25A37" 5952
"12656" "GASK1B" 3559
"12657" "NME8" 5375
"12658" "PLAC8" 3223
"12659" "PHF21A" 7736
"12660" "MRPL35" 1347
"12661" "RSRC1" 2687
"12662" "PDC" 680
"12663" "MEX3C" 10652
"12664" "AMZ2" 10385
"12665" "WAC" 7097
"12666" "SPG21" 9668
"12667" "AHSP" 9942
"12668" "ARL6IP4" 8632
"12669" "PDCD1" 1991
"12670" "TNFRSF12A" 9841
"12671" "SPTBN5" 9566
"12672" "ZNF771" 9938
"12673" "PRR16" 4215
"12674" "NGRN" 9776
"12675" "THEM6" 6482
"12676" "MS4A4A" 7772
"12677" "DACT1" 9280
"12678" "CRNKL1" 11098
"12679" "ZBTB7A" 10801
"12680" "FZR1" 10799
"12681" "TAOK3" 8612
"12682" "KLRF1" 8140
"12683" "KRT76" 8317
"12684" "WT1-AS" 7674
"12685" "PDE1A" 1720
"12686" "MBTPS2" 11651
"12687" "HOOK1" 249
"12688" "CDC40" 4938
"12689" "CHST15" 7491
"12690" "ZMYND10" 2219
"12691" "PLA1A" 2516
"12692" "UBR5" 6295
"12693" "POP5" 8622
"12694" "TEX264" 2224
"12695" "PDE1C" 5351
"12696" "POMP" 8717
"12697" "TMA7" 2211
"12698" "MRPS17" 5457
"12699" "ATRAID" 1079
"12700" "SNX7" 424
"12701" "UCHL5" 710
"12702" "ANGPT4" 11010
"12703" "PDE2A" 7821
"12704" "CSAD" 8319
"12705" "ATP6V1D" 9319
"12706" "WNT16" 5696
"12707" "ZNF589" 2210
"12708" "EIF3L" 11504
"12709" "NIP7" 10051
"12710" "RWDD1" 4967
"12711" "PDE3A" 8187
"12712" "AIG1" 5088
"12713" "TRPV2" 10207
"12714" "COMMD10" 4195
"12715" "WDR83OS" 10834
"12716" "TRAPPC4" 8026
"12717" "ATP5F1E" 11248
"12718" "PDE3B" 7593
"12719" "PPME1" 7828
"12720" "NOL7" 4547
"12721" "HEMK1" 2220
"12722" "PDE4A" 10825
"12723" "BIN2" 8310
"12724" "ACTL6B" 5606
"12725" "PDE4B" 276
"12726" "AMOTL2" 2579
"12727" "PRKAG2" 5824
"12728" "POLK" 4012
"12729" "ZNF107" 5464
"12730" "DDX41" 4472
"12731" "SNX9" 5155
"12732" "PDE4C" 10857
"12733" "SUCO" 617
"12734" "ANAPC5" 8626
"12735" "ANAPC7" 8577
"12736" "SCARA3" 5971
"12737" "MAGEC2" 12114
"12738" "FAM8A1" 4565
"12739" "PDE4D" 3947
"12740" "HPCAL4" 159
"12741" "YTHDF2" 112
"12742" "VGLL1" 12092
"12743" "RNF138" 10564
"12744" "IP6K2" 2212
"12745" "PCYOX1" 1274
"12746" "PDE6A" 4348
"12747" "PRRX2" 6936
"12748" "LCMT1" 9922
"12749" "GULP1" 1748
"12750" "REV1" 1366
"12751" "RHCG" 9772
"12752" "PDE6C" 7353
"12753" "SFMBT1" 2230
"12754" "UBE2J1" 4846
"12755" "EVL" 9469
"12756" "PDE6D" 1945
"12757" "DCDC2" 4595
"12758" "LIMA1" 8306
"12759" "CABP2" 7803
"12760" "ISYNA1" 10858
"12761" "HSD17B7" 573
"12762" "ANKFY1" 10155
"12763" "PDE6G" 10444
"12764" "VCX2" 11590
"12765" "VCX3A" 11582
"12766" "PDE6H" 8162
"12767" "SPOUT1" 6932
"12768" "NOP16" 4467
"12769" "RTCB" 11480
"12770" "HACD3" 9671
"12771" "CTDSPL2" 9576
"12772" "NELFCD" 11247
"12773" "TRIAP1" 8622
"12774" "ATP5PB" 477
"12775" "PDE7A" 6132
"12776" "HIKESHI" 7883
"12777" "CWC15" 7917
"12778" "TRMT112" 7789
"12779" "UFC1" 567
"12780" "RTF2" 11236
"12781" "PDE8A" 9752
"12782" "CHMP5" 6641
"12783" "GTSE1" 11541
"12784" "ETV7" 4625
"12785" "DTL" 794
"12786" "NCKIPSD" 2212
"12787" "PDE9A" 11404
"12788" "LARS1" 4331
"12789" "TMEM14C" 4534
"12790" "CXXC5" 4301
"12791" "TMEM138" 7776
"12792" "OSER1" 11181
"12793" "GSKIP" 9451
"12794" "JKAMP" 9284
"12795" "ANAPC11" 10445
"12796" "PDE1B" 8325
"12797" "ZC3HC1" 5736
"12798" "TRMO" 6792
"12799" "PHF7" 2228
"12800" "VTA1" 5084
"12801" "PPHLN1" 8271
"12802" "MTFP1" 11471
"12803" "ZCCHC17" 122
"12804" "PDGFA" 5213
"12805" "SCLY" 1974
"12806" "VPS54" 1245
"12807" "ZNF581" 10994
"12808" "SIRT7" 10445
"12809" "SIRT6" 10802
"12810" "PDGFB" 11510
"12811" "CINP" 9479
"12812" "RAB14" 6898
"12813" "ACKR4" 2572
"12814" "PEX5L" 2786
"12815" "LGSN" 4731
"12816" "NT5DC3" 8547
"12817" "PDGFRA" 3091
"12818" "RAB6B" 2577
"12819" "IL23A" 8332
"12820" "MBIP" 9180
"12821" "HDAC7" 8295
"12822" "ARMCX3" 11946
"12823" "TDP2" 4597
"12824" "UFM1" 8761
"12825" "PDGFRL" 5924
"12826" "FAM49B" 6422
"12827" "GDE1" 9903
"12828" "LARP7" 3356
"12829" "ESF1" 11069
"12830" "PDE6B" 2869
"12831" "AZIN1" 6298
"12832" "PCF11" 7869
"12833" "MED15" 11432
"12834" "PIAS4" 10801
"12835" "PDGFRB" 4349
"12836" "TRIM33" 490
"12837" "SRRT" 5607
"12838" "NBAS" 1023
"12839" "LSR" 10915
"12840" "ATP5MC1" 10304
"12841" "PDHA1" 11640
"12842" "LIPT1" 1365
"12843" "NOP58" 1811
"12844" "EEF1AKNMT" 614
"12845" "PIGT" 11186
"12846" "TRMT6" 11032
"12847" "ATP6V1H" 6077
"12848" "GET4" 5214
"12849" "PDHA2" 3280
"12850" "DPH5" 435
"12851" "ERGIC3" 11141
"12852" "TAF9B" 11859
"12853" "NSG2" 4458
"12854" "UBE2D4" 5403
"12855" "PDHB" 2255
"12856" "KLF13" 9523
"12857" "DYNC2LI1" 1154
"12858" "SLC25A39" 10288
"12859" "PDK1" 1675
"12860" "LUC7L2" 5777
"12861" "OTUD6B" 6245
"12862" "RBMX2" 12067
"12863" "DHRS7" 9287
"12864" "RTRAF" 9250
"12865" "SF3B6" 1065
"12866" "PDK2" 10309
"12867" "MRPL48" 7826
"12868" "TMBIM4" 8375
"12869" "PPIL1" 4627
"12870" "YPEL5" 1092
"12871" "CIAO2B" 10040
"12872" "MRPS23" 10344
"12873" "PDK3" 11663
"12874" "MRPS33" 5784
"12875" "PTRH2" 10352
"12876" "CHMP3" 1348
"12877" "CDK5RAP1" 11132
"12878" "RASD1" 10210
"12879" "STYXL1" 5499
"12880" "GINS2" 10119
"12881" "PDK4" 5585
"12882" "MPC1" 5194
"12883" "FKBP7" 1702
"12884" "ZFR" 3848
"12885" "ASB1" 1975
"12886" "ASB4" 5584
"12887" "NUB1" 5823
"12888" "HSPB11" 222
"12889" "SARAF" 5982
"12890" "ENPP1" 5037
"12891" "TPPP3" 10042
"12892" "ASB2" 9440
"12893" "MPP6" 5318
"12894" "ENPP2" 6375
"12895" "SUFU" 7392
"12896" "OAZ3" 526
"12897" "ENPP3" 5036
"12898" "LSM7" 10794
"12899" "LSM8" 5682
